terminologyId	description
181000181102	Proovimaterjali uuringu paige
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric subset for National Patient Flow
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric reference set for National Patient Flow
181000210104	NZ SACT medicine administration site
181000210104	NZ SACT medicine administration site
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric reference set for National Patient Flow
181000210104	General paediatric subset for National Patient Flow
18291000003104	demo
184081000003105	Module D Exercise 1
184101000003100	Module D Exercise 2
19	Pediatrics_Endocrinology_FamilyHistory description
191000210102	General developmental services reference set for National Patient Flow
191000210102	General developmental services subset for National Patient Flow
191000210102	General developmental services reference set for National Patient Flow
191000210102	General developmental services reference set for National Patient Flow
191000210102	General developmental services reference set for National Patient Flow
191000210102	NZ SACT administration frequency
191000210102	General developmental services reference set for National Patient Flow
191000210102	General developmental services reference set for National Patient Flow
191000210102	General developmental services subset for National Patient Flow
192071000210103	To capture referral status in medical record
192071000210103	To capture referral status in medical record
192081000210101	To capture priority score to indicate the urgency of the referral form
192081000210101	To capture priority score to indicate the urgency of the referral form
192091000210104	To capture suspicion of cancer code in medical record
192091000210104	To capture suspicion of cancer code in medical record
1921000202100	Referansesett for alle SNOMED CT begrep benyttet i  relasjon til covid-19 overvåkning
1971000202101	Kjerneliste behandlinger
1971000202101	Kjerneliste behandlinger
1981000202104	Person på alder	 tilstand osv
1981000202104	Person på alder	 tilstand osv
1981000202104	Person på alder	 tilstand osv
198907	All the clinical concepts used in a set up which deals with allergies are involved in this local set.
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
1991000202102	Kjerneliste sykdommer/tilstander
2	DT test 2
2	Subset of substances for allergies
2	Dental Description
2.16.840.1.113883.2.20.3.208	Test Local Set
2.16.840.1.113883.2.20.3.210	AllergyIntoleranceTypeCode 6 concepts total (5 INT + 1 CA)
2.16.840.1.113883.2.20.3.210	AllergyIntoleranceTypeCode 6 concepts total (5 INT + 1 CA)
20	Pediatric_Endocrinology_GE  description
2001000202104	Kjerneliste symptomer/plager
2001000202104	Kjerneliste symptomer/plager
2001000202104	Kjerneliste symptomer/plager
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
201000181103	Patomorfoloogiline lõppdiagnoos
2018001	llink met LOINC
2081000202106	Liste over forsiktighetsregler og kontraindikasjoner for antibiotika
2081000202106	Liste over forsiktighetsregler og kontraindikasjoner for antibiotika
21	Pediatric_Obesity clinic_PC Description
21000003109	Cardiology refset v1.1
21000188104	fr translation corrected
21000188104	This subset includes the concepts from the international edition	 for which Phast produces one or more French synonyms.
21000202108	Test import
21000210109	NZ SACT tumour type
21000210109	NZ SACT tumour type
21000233105	Value list for the substance field of the allergy belgian FIHR profile
210041000146107	Pathogens that can cause sepsis and meningitis
