id	negated	value
11355826	\0	<<421571007 | Tuberculosis associated with acquired immunodeficiency syndrome (disorder) |
11356714	\0	<<95457000 | Brain stem infarction (disorder) |
11356717	\0	<<140911000119109 | Ischemic stroke with coma (disorder) |
11356724	\0	<<672531000119106 | Dysphasia due to and following hemorrhagic cerebrovascular accident (disorder) |
11356745	\0	<<275104002 | Family history of stroke (situation) |
11357070	\0	<<438367009 | Congestive heart failure, hypertension, age 75 years or older, diabetes, and previous stroke or transient ischemic attack risk score (assessment scale) |
11357071	\0	<<713678009 | Congestive heart failure, hypertension, age 75 years or older, diabetes, previous stroke or transient ischemic attack, vascular disease, age 65-74 years, and sex category risk score (assessment scale) |
11357074	\0	<<699270006 | Cerebrovascular accident annual review (regime/therapy) |
11357076	\0	<<417506008 | Hemorrhagic stroke monitoring (regime/therapy) |
11361154	\0	<<405944004
11361179	\0	<<364756009 | Puumala virus nephropathy (disorder) |
11361180	\0	<<424114000 | Nephrogenic systemic fibrosis (disorder) |
11361181	\0	<<764453009 | Action myoclonus renal failure syndrome (disorder) |
11361182	\0	<<22830006 | Juvenile nephropathic cystinosis (disorder) |
11361183	\0	<<309785008 | Displacement of nephrostomy tube (disorder) |
11361184	\0	<<16068007 | Renal drug (product) |
11361185	\0	<<443481000124101 | Renal formula (product) |
11361186	\0	<<443541000124108 | Renal infant formula (product) |
11361187	\0	<<346665001 | Renal/liver failure/ketogen food (product) |
11361188	\0	<<705640003 | Renal artery stent (physical object) |
11361189	\0	<<465904000 | Renal biopsy procedure kit (physical object) |
11361190	\0	<<467121009 | Water jet catheter system, renal (physical object) |
11361191	\0	<<701662009 | Radio-frequency ablation system renal denervation catheter (physical object) |
11361192	\0	<<386103008 | Renal stone (substance) |
11361193	\0	<<33535006 | Renal hormone (substance) |
11361194	\0	<<734111007 | Renal cyst fluid (substance) |
11361195	\0	<<130582002 | Membrane dipeptidase (substance) |
11361196	\0	<<102770000 | Alkaline phosphatase isoenzyme, renal fraction (substance) |
11361197	\0	<<63893004 | Dioctophyme renale (organism) |
11361198	\0	<<62000003 | Corynebacterium renale (organism) |
11361199	\0	<<81368007 | Corynebacterium pilosum (organism) |
11361200	\0	<<50169005 | Corynebacterium cystitidis (organism) |
11361651	\0	<<273742003 | Renal index (assessment scale) |
11361652	\0	<<761865002 | Palliative care Outcome Scale symptom list for end-stage renal disease (assessment scale) |
11361653	\0	<<704154001 | Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score (assessment scale) |
11361654	\0	<<394589003 | Nephrology (qualifier value) |
11361655	\0	<<260587002 | Via renal artery (qualifier value) |
11361656	\0	<<702668005 | Modification of diet in renal disease formula (qualifier value) |
11361657	\0	<<182809008 | Renal function monitoring (regime/therapy) |
11361658	\0	<<408980000 | Renal care (regime/therapy) |
11361659	\0	<<309413008 | Renal dietitian (occupation) |
11361660	\0	<<115593006 | Renal epithelial cell (cell) |
11361661	\0	<<117287000 | Renal tubular epithelial cell (cell) |
11361662	\0	<<64033007 | Kidney structure (body structure) |
11361663	\0	<<243968009 | Renal area (surface region) (body structure) |
11361664	\0	<<91773002 | Structure of costovertebral angle of twelfth rib (body structure) |
11361665	\0	<<48563009 | Structure of renal plexus (body structure) |
11361666	\0	<<90270008 | Both renal pelves (body structure) |
11361667	\0	<<280506004 | Entire least splanchnic nerve (body structure) |
11361668	\0	<<361293003 | Entire renal ganglia (body structure) |
11361669	\0	<<280307009 | Renal branch of vagus (body structure) |
11361670	\0	<<85383006 | Accessory renal artery (body structure) |
11361671	\0	<<249708006 | Structure of renal hilar lymph node (body structure) |
11361672	\0	<<19486004 | Structure of renal surface of spleen (body structure) |
11361673	\0	<<33767007 | Structure of branch of sympathetic renal plexus (body structure) |
11361674	\0	<<110866000 | Renal pelvis and skin (combined site) (body structure) |
11361675	\0	<<84318003 | Structure of renal impression of liver (body structure) |
11361676	\0	<<32264005 | Vagus nerve renal branches (body structure) |
11361677	\0	<<110624003 | Kidney and renal pelvis (combined site) (body structure) |
11361678	\0	<<110868004 | Left renal pelvis and skin (combined site) (body structure) |
11361679	\0	<<65376008 | Ureteric branch of renal artery (body structure) |
11361680	\0	<<110867009 | Right renal pelvis and skin (combined site) (body structure) |
11361681	\0	<<422473009 | Structure of tributary of left renal vein (body structure) |
11361682	\0	<<699644001 | Structure of renal area of posterior abdominal wall (body structure) |
11361683	\0	<<21684005 | Structure of ureteral plexus (body structure) |
11361684	\0	<<11953005 | Renal function (observable entity) |
11361685	\0	<<364180004 | Kidney feature (observable entity) |
11361686	\0	<<47710002 | Nucleic acid renaturation, function (observable entity) |
11361687	\0	<<364671000 | Dialysis observable (observable entity) |
11361688	\0	<<405926007 | Status of renal sinus involvement by tumor (observable entity) |
11361689	\0	<<761866001 | Palliative care Outcome Scale symptom list for end-stage renal disease score (observable entity) |
11361690	\0	<<704180000 | Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly bleeding risk score (observable entity) |
11361691	\0	<<41627005 | Renal cell adenoma (morphologic abnormality) |
11361692	\0	<<25081006 | Nephroblastoma (morphologic abnormality) |
11361693	\0	<<361687001 | Renal pelvis stoma (morphologic abnormality) |
11361694	\0	<<41607009 | Renal cell carcinoma (morphologic abnormality) |
11361695	\0	<<405933007 | Nephrogenic rest (morphologic abnormality) |
11361696	\0	<<78236000 | Nephrogenic metaplasia (morphologic abnormality) |
11361697	\0	<<11793003 | Mesoblastic nephroma (morphologic abnormality) |
11361698	\0	<<128757006 | Benign cystic nephroma (morphologic abnormality) |
11361699	\0	<<128760004 | Nephrogenic adenofibroma (morphologic abnormality) |
11361700	\0	<<128759009 | Malignant cystic nephroma (morphologic abnormality) |
11362151	\0	<<128762007 | Ossifying renal tumor (morphologic abnormality) |
11362152	\0	<<765094003 | Renal medullary carcinoma (morphologic abnormality) |
11362153	\0	<<128666004 | Cyst-associated renal cell carcinoma (morphologic abnormality) |
11362154	\0	<<128669006 | Collecting duct carcinoma (morphologic abnormality) |
11362155	\0	<<734036003 | Multilocular cystic renal cell neoplasm of low malignant potential (morphologic abnormality) |
11362156	\0	<<406024002 | College of American Pathologists Cancer Checklist; Urinary bladder, Ureter, Renal Pelvis: Biopsy (record artifact) |
11362157	\0	<<406026000 | College of American Pathologists Cancer Checklist; Renal pelvis: Resection/Nephroureterectomy, Partial or Complete (record artifact) |
11362158	\0	<<734676007 | Renal hormone (disposition) |
11362159	\0	<<254338005 | Tumor-node-metastasis (TNM) renal pelvis and ureter tumor staging (tumor staging) |
11362160	\0	<<254149007 | Carpal-tarsal osteolysis with nephropathy (disorder) |
11362161	\0	<<128758001 | Cystic partially differentiated nephroblastoma (morphologic abnormality) |
11362420	\0	<<710582004 | Education about nephrostomy care (procedure) |
11362421	\0	<<183916004 | Private referral to nephrologist (procedure) |
11362422	\0	<<306594004 | Discharge from nephrology service (procedure) |
11362423	\0	<<176053009 | Percutaneous insertion of ureteric stent (procedure) |
11362424	\0	<<225109005 | Collection of nephrostomy urine specimen (procedure) |
11362425	\0	<<704182008 | Assessment using hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score (procedure) |
11362426	\0	<<33489005 | Renal disease diet (finding) |
11362427	\0	<<5277004 | Urinary casts (finding) |
11362432	\0	<<81141003 | Normal renal function (finding) |
11362433	\0	<<12178007 | Nephrogenous proteinuria (finding) |
11362434	\0	<<405966006 | Renal tumor finding (finding) |
11366105	\0	<<402874001
11366106	\0	<<402874001 OR <<118940003 OR <<255046005
11366109	\0	<<258495004
11397796	\0	<<118949002
11397909	\0	<<178710007
11397917	\0	<<12820001
11397918	\0	<<75140002
11397919	\0	<<90392009
11397920	\0	<<22209005
11397921	\0	<<203095000
11397922	\0	<<427178000
11397923	\0	<<433203006
11397924	\0	<<444920009
11397925	\0	<<298272002
11397926	\0	<<55300003
11397927	\0	<<366725004
11397928	\0	<<271708004
11397929	\0	<<298287007
11397930	\0	<<33921000119100
11397931	\0	<<62330004
11397932	\0	<<66277009
11397933	\0	<<102543005
11397934	\0	<<111954003
11397935	\0	<<81202007
11397936	\0	<<88316009
11397937	\0	<<303293004
11397938	\0	<<80449002
11397939	\0	<<271697007
11397940	\0	<<60238002
11397941	\0	<<298293004
11397942	\0	<<309674003
11397943	\0	<<275913001
11397944	\0	<<164646000
11397945	\0	<<34288008
11397946	\0	<<416132002
11397947	\0	<<64314006
11397948	\0	<<298300008
11397949	\0	<<298301007
11397950	\0	<<298280009
11435801	\0	<<286548001
11435802	\0	<<213367004
11435803	\0	<<288281005
11435804	\0	<<10597006
11435805	\0	<<262522002
11435807	\0	<<118952005
11435809	\0	<<263257008
11435810	\0	<<122945004
11435811	\0	<<118475007
11435813	\0	<<118666003
11435814	\0	<<231702007
11435815	\0	<<118915005
11449294	\0	<<362975008
11449295	\0	<<42570001
11449296	\0	<<18040001
11449297	\0	<<55408009
11449298	\0	<<71659009
11449299	\0	<<102891000
11449300	\0	<<234642007
11465701	\0	<<723006007
11465702	\0	<<110478008
11465703	\0	<<445108007
11465704	\0	<<700221004
11465705	\0	<<161839005
11465706	\0	<<95921002
11465707	\0	<<404904002
11465708	\0	<<95933007
11465709	\0	<<158946008
11465710	\0	<<224545006
11465711	\0	<<308992001
11465712	\0	<<765104009
11465713	\0	<<395070003
11465714	\0	<<310121005
11465715	\0	<<185470005
11465716	\0	<<763692001
11465717	\0	<<305870003
11465718	\0	<<273549005
11465719	\0	<<305909002
11465720	\0	<<241969009
11465721	\0	<<445190005
11465722	\0	<<183522000
11465723	\0	<<171313004
11465724	\0	<<33697008
11465725	\0	<<308475001
11465726	\0	<<305976005
11465727	\0	<<308507008
11465728	\0	<<268564006
11465729	\0	<<281038008
11465730	\0	<<183491000
11465731	\0	<<183902009
11465732	\0	<<306233009
11465733	\0	<<306202007
11465734	\0	<<305348006
11465735	\0	<<171391001
11465736	\0	<<306680005
11465737	\0	<<183457004
11465738	\0	<<305263007
11465739	\0	<<306436003
11465740	\0	<<306592000
11465741	\0	<<305375004
11465742	\0	<<445587006
11465743	\0	<<298344006
11465744	\0	<<49808004
11465745	\0	<<183744008
11465746	\0	<<305680002
11465747	\0	<<183715006
11465748	\0	<<185263007
11465749	\0	<<308530002
11465750	\0	<<308508003
11465901	\0	<<305910007
11465902	\0	<<183774000
11465903	\0	<<305819007
11465904	\0	<<305490001
11465905	\0	<<273481004
11465906	\0	<<273840004
11465907	\0	<<273696008
11465908	\0	<<275576008
11465909	\0	<<54372004
11465910	\0	<<309933000
11465911	\0	<<41844007
11465912	\0	<<1814000
11465913	\0	<<425402008
11465914	\0	<<90655003
11465915	\0	<<3531000175102
11465916	\0	<<394811001
11465917	\0	<<396326008
11465918	\0	<<725590001
11465919	\0	<<723408004
11465920	\0	<<716766007
11465921	\0	<<723502001
11465922	\0	<<37605006
11465923	\0	<<234165003
11465924	\0	<<77147000
11465925	\0	<<127218004
11465926	\0	<<716788007
11465927	\0	<<715902009
11465928	\0	<<398838000
11465929	\0	<<195383008
11465930	\0	<<231810000
11465931	\0	<<3456001
11465932	\0	<<238597002
11465933	\0	<<72100002
11465934	\0	<<5050001
11465935	\0	<<53751009
11465936	\0	<<238518008
11465937	\0	<<49526009
11465938	\0	<<15662003
11465939	\0	<<201097003
11465940	\0	<<39450006
11465941	\0	<<59319000
11465942	\0	<<52441000
11465943	\0	<<5534004
11465944	\0	<<65323003
11465945	\0	<<95334005
11465946	\0	<<279001
11465947	\0	<<69078007
11465948	\0	<<8526009
11465949	\0	<<111291001
11465950	\0	<<190644002
11466001	\0	<<28157000
11466002	\0	<<419207008
11466003	\0	<<75993002
11466004	\0	<<233863001
11466005	\0	<<58749007
11466006	\0	<<361132001
11466007	\0	<<193589009
11466008	\0	<<231807007
11466009	\0	<<32515001
11466010	\0	<<235052000
11466011	\0	<<38513001
11466012	\0	<<91949000
11466013	\0	<<27529000
11466014	\0	<<267718000
11466015	\0	<<237877004
11466016	\0	<<266356006
11466017	\0	<<45864009
11466018	\0	<<25876001
11466019	\0	<<414088005
11466020	\0	<<373110003
11466021	\0	<<21282002
11466022	\0	<<385867000
11466023	\0	<<385866009
11466024	\0	<<385868005
11466025	\0	<<386282007
11466026	\0	<<386478007
11466027	\0	<<398142004
11466028	\0	<<50849002
11466029	\0	<<183866009
11466030	\0	<<275608003
11466031	\0	<<716732003
11466032	\0	<<397721007
11466033	\0	<<4525004
11466034	\0	<<390809004
11466035	\0	<<713442009
11466036	\0	<<713400007
11466037	\0	<<183463008
11466038	\0	<<715542009
11466039	\0	<<702587005
11466040	\0	<<305925007
11466041	\0	<<713012003
11466042	\0	<<306104004
11466043	\0	<<305226003
11466044	\0	<<306390007
11466045	\0	<<50331008
11466046	\0	<<706569009
11466047	\0	<<701914001
11466048	\0	<<714075001
11466049	\0	<<469366000
11466050	\0	<<468451006
11466251	\0	<<468607009
11466252	\0	<<704919007
11466253	\0	<<463689008
11466254	\0	<<462994002
11466255	\0	<<466376003
11466256	\0	<<726649002
11466257	\0	<<464620001
11466258	\0	<<704920001
11466259	\0	<<463515004
11466260	\0	<<468620007
11466261	\0	<<716580003
11466262	\0	<<468401001
11466263	\0	<<444143004
11466264	\0	<<270059004
11466265	\0	<<702779007
11466266	\0	<<305633005
11466267	\0	<<200149009
11466268	\0	<<417119002
11466269	\0	<<305451000
11466270	\0	<<407623000
11466271	\0	<<708571001
11466272	\0	<<405798008
11466273	\0	<<443404001
11466274	\0	<<409971007
11466275	\0	<<722216001
11466276	\0	<<419917007
11466277	\0	<<397593002
11466278	\0	<<394576009
11466279	\0	<<706093005
11466280	\0	<<713010006
11466281	\0	<<4191000179101
11466282	\0	<<225390008
11492682	\0	<<396332003
11492683	\0	<<69896004
11492684	\0	<<398726004
11492685	\0	<<58718002
11492686	\0	<<46826000
11492687	\0	<<33719002
11492688	\0	<<123803006
11492689	\0	<<38877003
11492690	\0	<<59165007
11492691	\0	<<85828009
11492692	\0	<<88036000
11492693	\0	<<23685000
11492694	\0	<<86074002
11492695	\0	<<44743006
11492696	\0	<<202768008
11492697	\0	<<195136004
11492698	\0	<<190710003
11492699	\0	<<65323003
11492700	\0	<<14175009
11496251	\0	<<77522006
11496252	\0	<<96531000119109
11496253	\0	<<129563009
11496254	\0	<<9631008
11496255	\0	<<31487001
11496256	\0	<<720492008
11496257	\0	<<713777005
11496258	\0	<<441930001
11496259	\0	<<441680005
11496260	\0	<<441562009
11496261	\0	<<65001000119101
11496262	\0	<<429712009
11496263	\0	<<763232007
11496264	\0	<<410502007
11496265	\0	<<416666007
11496266	\0	<<417373000
11496267	\0	<<738526005
11496268	\0	<<18834007
11496271	\0	<<709200009
11496278	\0	<<22125009
11496279	\0	<<403814004
11496280	\0	<<21369007
11496281	\0	<<197745008
11496290	\0	<<95644001
11496295	\0	<<19267009
11496298	\0	<<7119001
115024603	\0	<< 119359002
11503654	\0	<<732960002
11503655	\0	<<36471000
11503657	\0	<<398114001
11503661	\0	<<46622000
11503662	\0	<<22784002
11503666	\0	<<403515007
11503667	\0	<<239903007
11503669	\0	<<403563005
11503678	\0	<<398021003
11503685	\0	<<238675007
11503689	\0	<<238676008
11503691	\0	<<82275008
11503696	\0	<<191306005
11503699	\0	<<414341000
11503852	\0	<<279062009
11510667	\0	<<473113000
11510694	\0	<<419472004
11518306	\0	255922001
11518307	\0	385273007
11518308	\0	118817003
11518309	\0	<<118817003
11518310	\0	<<706389006
115412353	\0	<< 303533002 |gewrichtsimplantaat van heup (fysiek object)|
115412354	\0	<< 304124003 |gewrichtsimplantaat van schouder (fysiek object)|
115412355	\0	<< 705870006 |implanteerbare polsprothese (fysiek object)|
115412356	\0	<< 705889006 |implanteerbare knieprothese (fysiek object)|
115412357	\0	<< 705880005 |implanteerbare elleboogprothese (fysiek object)|
115412358	\0	<< 705871005 |gewrichtsprothese van digitus van hand (fysiek object)|
115412359	\0	<< 705482008 |Female-incontinence urethral barrier (physical object)|
115412360	\0	<< 704802009 |Female fecal incontinence surgical mesh (physical object)|
115412361	\0	<< 702212007 |Male stress urinary incontinence surgical mesh (physical object)|
115412362	\0	<< 469626009 |Hydraulic incontinence treatment system (physical object)|
115412363	\0	<< 469876008 |Intrauterine device, metal-covered (physical object)|
115412364	\0	<< 705847003 |Pelvic organ prolapse surgical mesh (physical object)|
115412365	\0	<< 303619008 |cardiaal implantaat (fysiek object)|
115412366	\0	<< 470646006 |Implantable cardiac monitor (physical object)|
115412367	\0	<< 25937001 |neurostimulator (fysiek object)|
115412368	\0	<< 705565008 |Brain electrical stimulation system (physical object)|
115412369	\0	<< 470726009 |Incontinence-control electrical stimulation system, implantable (physical object)|
115412370	\0	<< 705563001 |Analgesic electrical stimulation system (physical object)|
115412371	\0	<< 462766001 |Interferential electrical stimulation system (physical object)|
115412372	\0	<< 462797002 |Percutaneous incontinence-control electrical stimulation system (physical object)|
115412373	\0	<< 706122008 |Implantable infusion pump (physical object)|
115412374	\0	<< 467396002 |Cochlear implant system (physical object)|
115412375	\0	<< 705307001 |Middle ear implant system (physical object)|
115412376	\0	<< 468421000 |botverankerd hoortoestel (fysiek object)|
115412377	\0	<< 711326009 |implanteerbaar gehoorimplantaatsysteem op basis van vibraties via beengeleiding (fysiek object)|
115412378	\0	<< 360042007 |vasculaire stent (fysiek object)|
115412379	\0	<< 303617005 |vasculair implantaat (fysiek object)|
115412380	\0	<< 469040006 |Endobronchial valve (physical object)|
115412381	\0	<< 469789005 |Lung volume reduction coil (physical object)|
115412382	\0	<< 705631002 |Bronchial stent (physical object)|
115412383	\0	<< 701345007 |Laryngeal stent (physical object)|
115412384	\0	<< 2282003 |borstimplantaat (fysiek object)|
115412385	\0	<< 770738008 |bilimplantaat (fysiek object)|
115412386	\0	<< 304076002 |Male genital implant (physical object)|
115412387	\0	<< 304074004 |Urinary implant (physical object)|
115412388	\0	<< 705897004 |proefprothese van gewricht (fysiek object)|
115412389	\0	<< 705865004 |implanteerbare enkelprothese (fysiek object)|
115412390	\0	<< 706004007 |Implantable cardiac pacemaker (physical object)|
115412391	\0	<< 303913007 |Cardiac pacemaker component (physical object)|
115412392	\0	<< 462852004 |Infusion/injection port/catheter, implantable (physical object)|
115425503	\0	<< 118235002 |Eye / vision finding (finding)|
115479403	\0	< 410720000 | Pain by sensation quality (finding) |
115479404	\0	< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *
115479405	\0	< 185823004 |Finding of skin texture (finding)| MINUS (<< 366649008 |Finding of thickness of skin (finding)| OR << 297947008 |Finding of consistency of skin (finding)| OR << 276323006 |Finding of color of skin (finding)| OR << 297971001 | Finding of sensation of skin (finding) | OR (< 106076001 |Skin finding (finding)| : { 363698007 |Finding site (attribute)| = *, 116676008 |Associated morphology (attribute)| = *}))
11568601	\0	<<264395009 | Microorganism (organism) |
11568602	\0	<<473011001 | Allergic condition (disorder) |
11568603	\0	<<160469004 | Family history: Allergy (situation) |
11568604	\0	<<160268005 | No family history: Allergy (situation) |
11568605	\0	<<702814002 | Allergy clinic (environment) |
11568606	\0	<<709078005 | Allergen product (product) |
11568607	\0	<<716186003 | No known allergy (situation) |
11568608	\0	<<165007007 | Allergy testing done (situation) |
11568609	\0	<<161611007 | History of non-drug allergy (situation) |
11568610	\0	<<762616007 | History of food allergy (situation) |
11568611	\0	<<165008002 | Allergy testing not done (situation) |
11568612	\0	<<170841002 | Allergy treatment changed (situation) |
11568613	\0	<<12481000132103 | History of biological substance allergy (situation) |
11568614	\0	<<428448003 | History of atopy (situation) |
11568615	\0	<<735933002 | History of allergy to drug (situation) |
11568616	\0	<<309913004 | Clinical allergy department (environment) |
11568617	\0	<<32193000 | Free-standing immunology clinic (environment) |
11568618	\0	<<360957003 | Hospital-based outpatient allergy clinic (environment) |
11568619	\0	<<73239008 | Nogier auricular allergy (body structure) |
11568620	\0	<<722446000 | Allergy record (record artifact) |
11568621	\0	<<21943002 | Clinical immunology and allergy specialist (occupation) |
115930103	\0	<< 49549006 |Structure of visual system (body structure)|
11674603	\0	<<38341003
11674604	\0	<<38341003
11674605	\0	<<372695000 |Diuretic (substance)|
11674606	\0	<<37372002, >>85539001, >>8765009, >>430349003
11674607	\0	<<37372002;minus<<85539001;minus<<8765009; minus<<430349003
11674609	\0	<< 429040005 |Ulcer (disorder)|
11674610	\0	<< 416462003 |Wound (disorder)|
11674611		<< 416462003 |Wound (disorder)|: 363698007 |Finding site| = << 38866009 |Body part structure (body structure)|
11674612		<< 429040005 |Ulcer (disorder)|: 363698007 |Finding site| = << 38866009 |Body part structure (body structure)|
11674613		<<40845000 | Gastrointestinal ulcer (disorder) |
11674614		<2622007 | Infected ulcer of skin (disorder) |
11674615		<2622007 | Infected ulcer of skin (disorder) |
11674616		<399912005 | Pressure ulcer (disorder) |
11674617		<262526004 | Wound of skin (disorder) |
11674618		<<82988003 | Open wound of trachea with complication (disorder) |
116988753	\0	< 410720000 | Pain by sensation quality (finding) |
116988754	\0	< 363698007 |Finding site|
116988755		< 123037004 |Body structure|
116988756		< 363698007 |Finding site|
116988757		<< 363698007 |Finding site (attribute)|
116988759	\0	< 410720000 | Pain by sensation quality (finding) |: [0..0] 363698007 |Finding site| = *
116988760	\0	< 410720000 | Pain by sensation quality (finding) |
116988761	\0	< 410720000 | Pain by sensation quality (finding) | : 363698007 |Finding site (attribute)| = << 123037004 |Body structure (body structure)|
116988762	\0	< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *
116988764	\0	< 185823004 |Finding of skin texture|
116988765	\0	< 367394000 |Texture of skin or mucosa|
116988766	\0	< 404684003 |Clinical finding (finding)| : 363714003 |Interprets (attribute)| = << 364530004 |Skin texture (observable entity)|
116992903	\0	< 185823004 |Finding of skin texture|
116992905	\0	< 185823004 |Finding of skin texture|
116992906	\0	< 185823004 |Finding of skin texture| MINUS << 297947008 |Finding of consistency of skin|
116992907	\0	< 185823004 |Finding of skin texture| MINUS (<< 297947008 |Finding of consistency of skin| AND << 366649008 |Finding of thickness of skin (finding)|)
116992908	\0	< 185823004 |Finding of skin texture| MINUS (<< 297947008 |Finding of consistency of skin| OR << 366649008 |Finding of thickness of skin (finding)|)
116992909	\0	< 185823004 |Finding of skin texture| MINUS ( << 297947008 |Finding of consistency of skin| OR << 366649008 |Finding of thickness of skin (finding)| OR 248194004 |Wrinkled face| OR << 275887009 |Scaly scalp|)
116992910	\0	< 185823004 |Finding of skin texture| MINUS ( << 297947008 |Finding of consistency of skin| OR << 366649008 |Finding of thickness of skin (finding)| OR << 248194004 |Wrinkled face| OR << 275887009 |Scaly scalp|)
11742951	\0	<<394658006 | Clinical specialty (qualifier value) |
117502503	\0	< 410720000 | Pain by sensation quality (finding) |
117502504		< 73063007 |Colicky pain (finding)|
117838303		< 276323006 |Finding of color of skin (finding)|
117838304		< 20795001 |Structure of skin region (body structure)|
117838305		< 366649008 |Finding of thickness of skin (finding)|
117838306		< 297947008 |Finding of consistency of skin (finding)|
11844701	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11844702	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11844703	\0	<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |
11844704	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11844705	\0	<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |
11844706	\0	<<236426006 | Postoperative acute tubular necrosis (disorder) |
11844707	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11844708	\0	<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |
11844709	\0	<<236426006 | Postoperative acute tubular necrosis (disorder) |
11844710	\0	<<236427002 | Post-traumatic acute tubular necrosis (disorder) |
11844711	\0	<<57469000 | Miscarriage with acute renal failure (disorder) |
11844712	\0	<<200118004 | Post-delivery acute renal failure with postnatal problem (disorder) |
11844713	\0	<<129561000119108 | Pre-renal acute kidney injury (disorder) |
11844714	\0	<<129561000119108 | Pre-renal acute kidney injury (disorder) |
11844715		<<236432001 | Pulmonary renal syndrome (disorder) |
11844716	\0	<<236574008 | Acute rejection of renal transplant (disorder) |
11844717		<<236573002 | Very mild acute rejection of renal transplant (disorder) |
11844718	\0	<<723189000 | Acute renal insufficiency (disorder) |
11844719	\0	<<716864001 | Hemorrhagic fever with renal syndrome (disorder) |
11844720	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11844721	\0	<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |
11844722	\0	<<236426006 | Postoperative acute tubular necrosis (disorder) |
11844723	\0	<<236427002 | Post-traumatic acute tubular necrosis (disorder) |
11844724	\0	<<57469000 | Miscarriage with acute renal failure (disorder) |
11844725	\0	<<200118004 | Post-delivery acute renal failure with postnatal problem (disorder) |
11844726	\0	<<129561000119108 | Pre-renal acute kidney injury (disorder) |
11844727		<<236432001 | Pulmonary renal syndrome (disorder) |
11844728	\0	<<236574008 | Acute rejection of renal transplant (disorder) |
11844729		<<236573002 | Very mild acute rejection of renal transplant (disorder) |
11844730	\0	<<723189000 | Acute renal insufficiency (disorder) |
11844731	\0	<<716864001 | Hemorrhagic fever with renal syndrome (disorder) |
11846801	\0	<<14669001 | Acute renal failure syndrome (disorder) |
11846802	\0	<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |
11846803	\0	<<236426006 | Postoperative acute tubular necrosis (disorder) |
11846804	\0	<<236427002 | Post-traumatic acute tubular necrosis (disorder) |
11846805	\0	<<57469000 | Miscarriage with acute renal failure (disorder) |
11846806	\0	<<200118004 | Post-delivery acute renal failure with postnatal problem (disorder) |
11846807	\0	<<129561000119108 | Pre-renal acute kidney injury (disorder) |
11846808	\0	<<236574008 | Acute rejection of renal transplant (disorder) |
11846809	\0	<<723189000 | Acute renal insufficiency (disorder) |
11846810	\0	<<716864001 | Hemorrhagic fever with renal syndrome (disorder) |
11846811		<<236432001 | Pulmonary renal syndrome (disorder) |
11846812		<<236573002 | Very mild acute rejection of renal transplant (disorder) |
11873402	\0	<284009009 | Route of administration value (qualifier value) |
11873403	\0	<272123002 | Frequencies (qualifier value) |
11873404	\0	<<271737000 | Anemia (disorder) |
11873405		<420543008 | Anemia associated with acquired immunodeficiency syndrome (disorder) |
11873411	\0	<258174001|Imaging guidance procedure|
11873413	\0	<<441677009|Imaging of lung|
11873414		<258174001|Imaging guidance procedure|
11873415	\0	258177008 |Magnetic resonance imaging guidance|
11873416	\0	258176004 |Computerized tomography guidance|
11873417	\0	258176004 |Computerized tomography guidance|
11873418	\0	<<441677009|Imaging of lung|
11873419		<258174001|Imaging guidance procedure|
11873421	\0	16559261000119101 | Fine needle aspiration biopsy of pseudocyst of pancreas using computed tomography guidance (procedure) |
11873422	\0	< 298306002 | Finding of standing balance (finding) |
11873423	\0	< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007|Finding site|=*
11873424	\0	< 410720000 |Pain by sensation quality (finding)|
11873425	\0	<232854009 | Pulmonary valve operation (procedure) |: 405813007 |Procedure site - Direct (attribute)| = 39057004 |Pulmonary valve structure (body structure)|, \n              260686004 |Method (attribute)| = 257903006 |Repair - action (qualifier value)|
11873426	\0	< 410720000 | Pain by sensation quality (finding) |
11873427	\0	< 410720000 | Pain by sensation quality (finding) |:[0..0] 363698007 |Finding site (attribute)| = *
11873429	\0	< 410720000
11873431	\0	<  410720000 | Pain by sensation quality (finding) |  : [0..0] 363698007 |Finding site (attribute)| = *
118927203	\0	<<717252006
118927204	\0	<<48340000
118927205	\0	<281666001 | Family history of disorder (situation) |
118927206	\0	< 410720000 | Pain by sensation quality (finding) |
118927207	\0	<<185823004
118927208	\0	<185823004
